UserId,SessionId,StartTime,Duration,SessionSequence
c0523cb6-ceed-4eb5-9df4-e7f7d7177548,d7faaf22-7972-4410-ba74-77f84b74b576,14/10/2019 07:28:46,00:15:17.2680000,03630
c0523cb6-ceed-4eb5-9df4-e7f7d7177548,735294b5-58f5-47c6-9ed2-80080cc71ede,14/10/2019 07:44:42,00:55:07.6637590,02575752575257530
5830ae95-a9e1-478d-b48b-3b3ffbd94051,a6225da2-c21f-44bc-a8dd-e7ea54310dd5,14/10/2019 07:28:12,00:45:02.7848650,024742575253610
5830ae95-a9e1-478d-b48b-3b3ffbd94051,861db452-4d7b-49ff-a2a3-8763d6dd6921,14/10/2019 08:15:39,00:32:34.3330000,02520
cfc82182-a516-4cba-97ab-c074090aadb8,edbd766e-e889-46c8-9725-04fb3af87b63,14/10/2019 07:26:58,00:58:00.8856090,0242525253630
cfc82182-a516-4cba-97ab-c074090aadb8,4fb29b83-cddc-4607-86ef-96876d4689c5,14/10/2019 08:25:08,00:05:01.0190000,030
b7933c54-febe-4b79-b04f-081837a7c623,ed14c9ff-c50e-419b-9fe6-e3cea2f0cb85,14/10/2019 07:28:59,00:46:08.0200000,024742424242575742420
b7933c54-febe-4b79-b04f-081837a7c623,c145b8c1-38c9-4550-baf6-2147dbddb3a8,14/10/2019 08:16:11,00:08:47.8855120,03610
55bddae7-685c-432c-93d6-5fd560847dc7,7f098c21-055f-46e0-bfa2-235760a43592,14/10/2019 07:27:19,00:13:16.8120000,03630
55bddae7-685c-432c-93d6-5fd560847dc7,ef703fe2-7298-4b11-823c-a935ace7af95,14/10/2019 07:47:03,00:05:30.2870000,010
55bddae7-685c-432c-93d6-5fd560847dc7,ce42f06f-7e60-47cc-a2a0-928a3728f5a8,14/10/2019 07:53:45,00:06:00.5110000,010
55bddae7-685c-432c-93d6-5fd560847dc7,269fe18e-b4c4-4e19-99a6-f10565af8529,14/10/2019 08:01:05,00:13:51.0281070,03610
55bddae7-685c-432c-93d6-5fd560847dc7,ce81407e-6523-4ff6-8c35-b066b0fc1d44,14/10/2019 08:15:16,01:03:32.8030000,0252520
647207f9-d741-4726-a73d-9d86f5838d85,6a4115a0-eb45-4ccf-abb5-0581826efc12,14/10/2019 07:26:52,00:11:09.5850090,01630
647207f9-d741-4726-a73d-9d86f5838d85,6269ceab-6b78-440a-85ad-c30d4b15abe6,14/10/2019 07:39:24,00:07:55.3580000,01610
647207f9-d741-4726-a73d-9d86f5838d85,0dbf0768-85cf-49ed-9708-a41ecada3c97,14/10/2019 07:52:21,00:18:52.2490000,03630
647207f9-d741-4726-a73d-9d86f5838d85,f5f38166-d687-4bff-8402-ea493a44275c,14/10/2019 08:12:20,00:14:24.3439840,0363610
ab335450-3e62-49b0-9c6c-09afadd03c70,284ffbcd-797a-4051-ac1a-116e60ad871d,14/10/2019 07:38:01,00:50:46.7330490,02475757524757576352420
43110764-fc2b-4ac5-9d99-c4b379bf93d8,fd572efd-e61d-46c2-a72e-2b8c91f38f6f,14/10/2019 07:28:57,00:10:56.8400320,01630
43110764-fc2b-4ac5-9d99-c4b379bf93d8,ad278427-ca35-49e6-800f-b8014dda1e46,14/10/2019 07:41:54,00:05:43.0593750,01630
43110764-fc2b-4ac5-9d99-c4b379bf93d8,9d6a800f-fe13-4bdb-a1d2-6933eb6420ca,14/10/2019 07:57:24,01:02:06.2310000,0247525252520
b1804e42-4b36-40a0-9b7b-8691adbf05a1,253c364d-89bc-4dc4-b55e-134bfcaecf58,14/10/2019 07:31:03,00:04:46.1760000,010
b1804e42-4b36-40a0-9b7b-8691adbf05a1,cd7c2d1b-59f3-4f77-b1f8-1b012ef3ea9d,14/10/2019 07:37:18,00:06:26.6150000,010
b1804e42-4b36-40a0-9b7b-8691adbf05a1,f6aeeb33-a7a3-4a77-9764-6190143e913f,14/10/2019 07:46:31,00:22:22.5091660,02475767520
b1804e42-4b36-40a0-9b7b-8691adbf05a1,2a5501fb-b618-4026-bf98-9f410661453f,14/10/2019 08:10:20,00:03:58.1640000,030
b1804e42-4b36-40a0-9b7b-8691adbf05a1,48599174-8144-4e6d-9b50-645c38764c81,14/10/2019 08:17:55,00:04:24.9270000,030
b1804e42-4b36-40a0-9b7b-8691adbf05a1,980f8018-3df8-4feb-a427-3a81c23f4dea,14/10/2019 08:22:56,00:20:43.4080000,03630
901534c4-bb25-4468-a13e-5ee3a6b3f25c,bb113495-deb3-4efe-bf3b-1121fdfc9268,14/10/2019 07:26:42,00:07:30.9520000,010
901534c4-bb25-4468-a13e-5ee3a6b3f25c,1fe18079-ffb7-45e6-95df-9a79bd6b1402,14/10/2019 07:35:26,00:20:56.6132880,036363610
